"","intercept","IKZF1 (10320)","PTPN7 (5778)","RASAL3 (64926)","CD53 (963)","GMFG (9535)","INPP5D (3635)","PTPRC (5788)","CNN3 (1266)","PPIC (5480)","WAS (7454)","SPN (6693)","NCKAP1L (3071)","ITGAL (3683)","TJP1 (7082)","MYO1G (64005)","FAM78A (286336)","KLHL6 (89857)","TRAF3IP3 (80342)","ARHGAP15 (55843)","ARHGAP29 (9411)","TSPAN6 (7105)","TNFAIP8L2 (79626)","AMOTL2 (51421)","ENAH (55740)","PRSS57 (400668)","BTK (695)","SNX20 (124460)","PLEK (5341)","PLS3 (5358)","TMEM132A (54972)","SPI1 (6688)","GAPT (202309)","CD300A (11314)"
"A375_SKIN",1,-0.496448146810141,-0.496798206962452,-0.447093374707689,-0.500468199174814,-0.196925013562319,-0.453702771869524,-0.485465459882019,0.491060084305991,0.132201496026036,-0.577996392961434,-0.400234662664417,-0.492075603133753,-0.464706611830099,-0.0643047987446458,-0.409369634053275,1.28752841157878,-0.45645509726765,-0.439254306319153,-0.343813158442933,-0.399714397866419,0.143350737914549,-0.316407406829886,0.320348077084875,0.698631064141114,-0.294264412200355,-0.47303360609899,-0.346775363554119,-0.385070053712067,-0.153770310207425,-0.216741910791407,-0.314521482990004,-0.299341124816116,-0.302801353909071
"A549_LUNG",1,-0.496448146810141,-0.474398888767242,-0.504839534385152,-0.521552938024656,-0.603373106474185,-0.56144649936951,-0.472967853330306,0.051119710620244,-0.204943349186371,-0.609067326189777,-0.518201309686961,-0.492075603133753,-0.380646104347053,1.10785462616232,-0.447556082140908,-0.736734683822805,-0.447542503784446,-0.521671058889307,-0.557597087540026,0.204844331425645,0.744669624810411,-0.479839189497419,0.354290729155198,0.694977710445565,-0.257441561481787,-0.430801942155973,-0.383623056003365,-0.425807129080812,1.19765735863328,0.24726631947795,-0.389057571740597,-0.299341124816116,-0.32658519816654
"ALLSIL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",1,2.49642248683582,2.65445671825665,2.42494133805404,2.18222972369872,2.41217317883826,2.26790375457792,2.58988122250236,-2.00107641902643,-2.00038922042765,2.31555955403734,2.78070319872713,2.17072672410699,4.29790378829393,-2.16324589270667,2.98836738256755,2.38778046204464,2.00487212681853,2.75325316327759,2.65868687847966,-1.43278968965799,-1.9386334447032,1.39041789461802,-1.7274766477517,-2.65469862333595,2.69766997206554,-0.0963125238887395,1.40236663276737,-0.371992534679245,-2.17845599493862,-2.36399544132635,-0.373582225066154,-0.299341124816116,2.65889968145
"AMO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",1,1.32599294765161,1.88237498686868,2.10333689586454,2.15841329619491,2.00373517880221,1.4331631096142,1.4473895767215,-1.97573808957051,-2.02417970768297,1.86433599556788,2.09642160272738,1.41429935955691,1.83480650325277,-2.10656758380906,1.81703215682431,1.0797033998504,3.05737519627298,1.80646506249319,1.82328872012539,-1.411169471798,-1.8311014212165,-0.182071206425894,-1.84739238082782,-1.75653081621169,-0.275672471102475,1.65336148714201,-0.371219078059683,1.05184032145722,-2.16922348113233,-1.15853144562848,-0.0453522697540795,-0.299341124816116,-0.314634404174286
"ASPC1_PANCREAS",1,-0.456839276854341,-0.496798206962452,-0.496347000063941,-0.521552938024656,-0.306408583784399,1.36508536912654,-0.491804683167919,-1.87866109868449,0.39628013093231,-0.571944572430146,-0.474469828700243,-0.471776382353245,-0.411837008858413,0.672704426537425,-0.428197640314693,-0.866853289198426,-0.45645509726765,-0.555994171542278,-0.534836012167202,0.692093504559608,1.14051272255248,-0.411701960098947,0.411609198143424,-0.609699895518718,-0.266512765816306,-0.465823573133146,-0.383623056003365,-0.411967766265523,0.487519207390225,-0.933375536136176,-0.365955800245045,-0.262008476029709,-0.302801353909071
"BCPAP_THYROID",1,-0.437852703703831,-0.479922120265706,-0.447093374707689,-0.163534713354199,0.839772125171841,-0.6401334839744,-0.319176494016487,0.341458823832916,0.882216979831838,0.0612566547481265,-0.0487248195609209,-0.250592748074323,-0.188594895903874,0.0358573588377246,-0.385042164725243,-0.0491978909570084,-0.387520457423786,-0.095484466831837,-0.484205677137253,0.429741259668627,0.502124579411882,-0.38984415984146,0.247059514986164,-0.323963791069042,-0.239557928486058,-0.353014190093305,-0.358937308782149,-0.346536086096499,-0.0548949960413377,1.54857165454099,-0.108719830679596,-0.299341124816116,-0.32658519816654
"BL41_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",1,2.72339514157414,2.09325469580194,2.0879290090251,2.29345310222476,1.68303918356827,1.80782780280626,2.31634329556366,-2.08062632199588,-2.06785838263717,2.23358231574473,1.79268954197068,2.03896465807965,2.30606041563788,-2.185589872771,1.42375211981505,1.81554246325665,3.58070492236259,-0.0551967795166512,2.10240118037277,-1.47255271068031,-1.92432784291583,0.483917177834922,-1.85291784069769,-0.641147439088108,-0.222008588655644,2.79066226363908,0.947925357309626,2.21865453662478,-2.25778561479811,-2.17251081601518,2.59025598202498,1.21239964210777,-0.234151533234239
"BL70_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",1,2.61638914500506,2.0595969376633,1.07145793347005,1.7552009788732,1.60443320117675,1.93486601835593,2.16320210696252,-2.09361319576558,-2.10081054713939,2.39205467085516,1.70280063874805,1.90530986759148,2.28704626327867,-2.16324589270667,1.81240958475991,1.05419298848742,3.31412365912028,1.57304040248302,1.5173385564004,-1.46092759245897,-1.9386334447032,2.14902893243765,-1.86411567521033,-1.6113053030078,-0.239557928486058,2.60293045931137,0.517294632334882,1.80826676901103,-2.06807190719953,-2.28037047816284,2.69465029853749,-0.178964749639345,-0.32658519816654
"BT20_BREAST",1,-0.482992062467805,-0.502528886768564,-0.47136494369347,-0.387793878294441,-0.562388174409038,-0.695999551000731,-0.479186899950238,0.236554527004316,0.758319114765301,-0.227043711718407,-0.505407625763806,-0.465138663629626,-0.42469816771889,0.77174881186968,-0.421864146263659,0.693997958429631,-0.447542503784446,-0.451349886513237,-0.542348530146358,0.929306418298081,0.103387504417959,-0.411701960098947,0.823500004834299,0.907680674584917,-0.239557928486058,-0.164331644011283,-0.253528956883826,-0.418853856458992,1.15672723970412,0.0509590216729995,-0.381282336292206,-0.274330485891872,-0.279479361180735
"BT549_BREAST",1,-0.413320351762245,-0.426817953117463,-0.349229424388024,-0.436760999971387,-0.44641715279908,-0.566774534515392,-0.354378281098697,0.741872109460017,0.481088326058004,-0.497697273683258,-0.518201309686961,-0.471776382353245,-0.499816653991114,0.0219663060836782,-0.409369634053275,-0.720627836770203,-0.412753344467896,-0.570183337064094,-0.443309678472284,0.164618473531575,0.150270540142859,-0.445274359746517,0.748417911205783,0.720417649087603,-0.230742254843486,-0.334793852428904,-0.371219078059683,-0.391699913526852,0.903474871908411,0.629557959682763,-0.358401664898527,-0.299341124816116,-0.314634404174286
"C32_SKIN",1,-0.4763607528253,-0.468925193644376,-0.487938137391964,-0.532387288026965,-0.588110901958406,-0.0493934857799344,0.262122507625141,0.930055181619065,-0.259041480865,-0.387630545247079,-0.450724771676099,-0.465138663629626,-0.411837008858413,0.098496095003449,-0.428197640314693,0.443748101992732,-0.45645509726765,0.180734246438668,0.583278390198268,-0.485669279551058,-0.296385223122419,-0.400721989599967,0.25424665469961,0.550191901850136,-0.266512765816306,-0.437673470824913,-0.346775363554119,-0.226034575691454,0.600724691564791,-0.63404880919292,-0.328881426666293,-0.299341124816116,-0.32658519816654
"CAKI2_KIDNEY",1,-0.450452442984167,-0.44226973831545,-0.447093374707689,-0.510915587158838,-0.527625575801737,-0.658249784216093,-0.442727270209019,0.375558941126285,-0.10391862418801,-0.401657388628456,-0.499102754494841,-0.478477620881185,-0.104573784257319,0.466764192020939,-0.415588493148654,-0.636506121213328,-0.371084982450158,-0.528409131907247,-0.463486212288967,1.09753338843027,0.090578535415054,-0.336922990351347,0.42735583599894,0.435827036793116,0.203922471846201,-0.378035855692613,-0.371219078059683,0.798012908243719,0.3516382052918,0.42804836467982,-0.307437389126939,-0.299341124816116,-0.212113394061298
"CAL78_BONE",1,-0.277006693976425,-0.421753086578753,0.0695136323199571,-0.231351813950948,-0.26951580505209,-0.5303271196023,-0.0370276946713719,0.9096166628477,0.905019426977383,-0.450557106201874,-0.34335705783914,-0.208138896670269,-0.392962272177738,0.215777837572488,-0.333263595701367,-0.238964710424383,-0.323514073505309,-0.283061939730367,-0.391955520435799,1.17502071820627,0.579200472039668,-0.479839189497419,0.592994967352755,0.589274959689636,-0.230742254843486,-0.293965042165541,-0.358937308782149,-0.359150659487429,0.533035124910563,0.00542651151643046,-0.358401664898527,-0.274330485891872,-0.0022704857442895
"CAL851_BREAST",1,-0.431637715233045,-0.479922120265706,-0.393007874518209,-0.470200854379799,-0.580636973666116,-0.505440783663746,-0.370062801049335,0.365324431468942,0.387577016107013,-0.58410106848953,-0.480542258964939,-0.478477620881185,-0.350739146358325,-0.0972692265643656,-0.397098250098792,-0.876178164764827,-0.447542503784446,-0.354354559076963,-0.498335009064858,1.13349340598112,0.973969744880088,-0.445274359746517,0.204284634185069,0.114473989802697,-0.019487932162991,-0.437673470824913,-0.371219078059683,-0.378501299465171,0.676360113515864,0.635461582308478,-0.33615960795462,-0.249805521264294,-0.32658519816654
"CALU1_LUNG",1,-0.489687443726968,-0.538091153952658,-0.463197487516479,-0.537880644632532,-0.591886614143969,-0.634200511775615,-0.413819312370207,0.867282537635779,0.479212210271624,-0.577996392961434,-0.474469828700243,-0.498974910983405,-0.485568422854249,1.37376253172554,-0.355796081231058,-0.487342439367968,-0.447542503784446,-0.555994171542278,-0.557597087540026,1.62906221121727,0.590847005217287,-0.400721989599967,1.01569533432412,0.116249993428338,-0.294264412200355,-0.458683883073727,-0.29928049536365,-0.340311550542908,1.20269784556131,-0.289810688201589,-0.389057571740597,-0.299341124816116,-0.32658519816654
"CAMA1_BREAST",1,-0.482992062467805,-0.4581229131466,0.0867564946737035,-0.460449992326777,-0.627098071874365,-0.54570862952121,-0.431010806966193,0.692052635578603,1.00868536941172,0.139513793138996,-0.492857645938036,-0.420357029199326,-0.380646104347053,0.204725747386076,-0.3615465686804,0.66745509395579,-0.438717720531675,-0.495317762224038,-0.527396080037664,1.16568915106955,-0.799083190927647,-0.276425451816355,0.385698854112931,1.04946046689523,-0.146859504439515,-0.288313952876571,-0.383623056003365,-0.334140907748285,-0.812144414068637,1.17233044308742,-0.33615960795462,-0.262008476029709,-0.256601624010158
"CAPAN2_PANCREAS",1,-0.489687443726968,-0.452792635464231,-0.439153850874778,-0.436760999971387,1.18012673953349,-0.0774369835820726,-0.431010806966193,-0.463251091662819,1.24122831199862,-0.445510290739409,-0.480542258964939,-0.48524360667765,-0.362554634429684,0.599285123881339,-0.385042164725243,-0.795302475439741,-0.421324780736995,-0.514993964743879,-0.520027344522765,0.108647967915465,0.759823238433395,-0.456682823568931,0.323202728893197,-0.362726290207477,-0.0999066037108479,-0.430801942155973,-0.358937308782149,-0.365542673549754,0.474620482722009,0.250434051610803,-0.365955800245045,-0.286773896820397,-0.267986020969181
"CAS1_CENTRAL_NERVOUS_SYSTEM",1,-0.503275458877791,-0.496798206962452,-0.378164149815407,-0.485138810915989,-0.541265992103412,-0.722384265358856,-0.425230113130907,0.691432947510239,0.271901580756136,-0.58410106848953,-0.518201309686961,-0.471776382353245,-0.437791071599977,0.0730680159402696,-0.460771474816118,-0.614770452899222,-0.447542503784446,-0.354354559076963,-0.410814266734479,0.438510753661345,0.613616716502495,-0.357804942879195,0.0328600635449111,0.545337800045303,-0.248457164261644,-0.430801942155973,-0.383623056003365,-0.185004266502225,0.202037651027344,0.725806410241279,-0.328881426666293,-0.286773896820397,-0.245324124375464
"CI1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",1,2.39406427909983,-0.4581229131466,2.0854705551198,3.10096303788303,1.83139186370245,2.35322539053065,2.23095851613916,-1.96176476930083,-2.01815604697132,2.50169715992044,0.583492549320255,2.11659999996771,2.54595513182827,-2.12735022707226,2.75952767033483,1.15479072786227,1.61490197139666,2.35752944368464,1.81166146168488,-1.46092759245897,-1.92432784291583,2.73120462548199,-1.81000912001168,-2.63137009291351,-0.115298134398194,2.9827345956273,1.33198829264779,2.78571754247189,-2.17845599493862,-2.18317692756991,2.72300442767149,2.25887392994157,-0.32658519816654
"COLO320_LARGE_INTESTINE",1,-0.482992062467805,-0.426817953117463,-0.496347000063941,-0.455634836090911,-0.555256200520513,-0.646118729729343,0.833148195698316,0.226110707845463,-0.0341890734980825,0.0757188445509683,-0.433461233296835,-0.452049047339309,-0.478547725668448,-0.0346601030043952,-0.421864146263659,-0.224456620187414,-0.421324780736995,-0.283061939730367,-0.470330941669261,-0.772648468109673,1.01469295508799,0.295080469971127,-0.175018640862008,0.224648059081485,-0.187864376971974,-0.0624654544369971,-0.322801749741615,-0.127574167628533,-0.234696774180895,0.618592049494128,-0.214353592248306,-0.299341124816116,-0.302801353909071
"COLO678_LARGE_INTESTINE",1,-0.489687443726968,-0.491120836578152,-0.496347000063941,-0.470200854379799,-0.531003841910249,1.89224267354407,-0.466807202376471,-2.05146167565101,0.796285059753218,-0.355956088390841,-0.480542258964939,-0.465138663629626,-0.44442706754713,0.664643589804923,-0.367345584023556,-0.572701672788964,-0.429979034097809,-0.555994171542278,-0.477237059576322,1.29696309195756,0.723407031093031,-0.306283029588788,1.42813293414307,-0.14223273799431,-0.204781273299274,-0.410566207918555,-0.383623056003365,-0.378501299465171,0.0593543257144457,-0.112539046868699,-0.365955800245045,-0.286773896820397,-0.302801353909071
"COLO679_SKIN",1,-0.489687443726968,-0.463500154232879,-0.496347000063941,-0.485138810915989,-0.0290569314729227,-0.652157178366305,-0.309456249475866,0.406211317430663,-0.243564582534271,-0.565944699496887,-0.439165632738541,-0.48524360667765,-0.471594213218117,-0.995139561017085,-0.40320655023004,-0.146090462425554,-0.354945658332195,-0.476152688139968,0.321029116839348,-1.23658621021803,0.0137820388830439,-0.28629351262785,-0.680768825458156,-0.0764090589784933,-0.187864376971974,-0.353014190093305,-0.358937308782149,-0.352815464079469,0.19914165226912,0.144040692314099,-0.259537247562114,-0.274330485891872,-0.302801353909071
"COLO699_LUNG",1,-0.503275458877791,-0.538091153952658,-0.504839534385152,-0.571970180595846,-0.790831606289223,-0.709063818992133,-0.491804683167919,0.644451722174973,0.223698740812643,-0.621893023741108,-0.531248350283019,-0.505942869789658,-0.507046927635406,0.37948500816251,-0.45413201021812,-0.579588217780004,-0.404263155262647,-0.549000622805883,-0.361515707850088,-0.501237588580615,0.398322953760575,-0.445274359746517,0.828725649091774,-0.119692664271904,-0.294264412200355,-0.47303360609899,-0.358937308782149,-0.432828907954488,0.100130976553313,-1.03954591172648,-0.343504870200194,-0.299341124816116,-0.32658519816654
"CORL23_LUNG",1,-0.4763607528253,-0.4581229131466,-0.479611313712441,-0.505668572794506,-0.277974706793757,-0.605288872003936,-0.498205753511038,0.674432821951991,0.198423422380742,-0.559995889931071,-0.433461233296835,-0.395997213682686,-0.418239134025961,0.609372061509295,-0.441042486073361,-0.744889058274844,-0.447542503784446,-0.476152688139968,-0.512728455893041,0.843678885224126,1.0247583330628,-0.422786007698844,0.179307924879678,0.0940869715145492,-0.213355418231976,-0.444610133437773,-0.358937308782149,-0.385070053712067,0.304593198070926,0.926558567506012,-0.343504870200194,-0.299341124816116,0.0249241451784229
"COV318_OVARY",1,-0.437852703703831,-0.364042762357381,-0.400527682258407,-0.375121075640063,-0.375744898105182,-0.646118729729343,-0.364792857005679,0.828839605706661,0.763805153108733,-0.530988370466726,-0.38422932451431,-0.426581728694076,-0.237055283247256,0.130501081707076,-0.385042164725243,-0.614770452899222,-0.331269171774919,-0.343738349048607,-0.449976620423054,0.644117086511519,0.311419413388933,-0.411701960098947,0.829845545182772,0.447829189472281,-0.196284723502356,-0.299660109245242,-0.29928049536365,-0.359150659487429,0.508685863891969,0.655041089381037,-0.220653667049527,-0.225747727344063,-0.267986020969181
"DAOY_CENTRAL_NERVOUS_SYSTEM",1,0.529017932486821,-0.196550411012112,-0.479611313712441,-0.202652089144933,-0.308658435357574,-0.652157178366305,-0.431010806966193,0.852557794751937,0.780899961395002,-0.253282000533952,-0.151344317359293,-0.338565529171239,-0.457883683710421,0.66878758480546,-0.355796081231058,-0.0532162144267316,-0.447542503784446,-0.392762464821115,-0.171986602382965,0.942837563407234,0.789448704823465,-0.296245557945187,0.485867897022588,0.960439344488056,-0.294264412200355,-0.403943425827954,-0.383623056003365,-0.365542673549754,0.314615784286236,0.135433954692783,-0.389057571740597,-0.299341124816116,-0.279479361180735
"DBTRG05MG_CENTRAL_NERVOUS_SYSTEM",1,-0.482992062467805,-0.508313886624128,-0.463197487516479,-0.505668572794506,-0.407229877165365,-0.0932358584143595,-0.402603577615407,0.843817234311001,1.38305507523889,-0.187704482110723,-0.378979463910755,-0.408071203859884,-0.333368522212146,0.0307921763248149,-0.447556082140908,-0.559072890339907,-0.447542503784446,-0.514993964743879,-0.527396080037664,-0.0550747992863525,0.486371254825933,-0.218904433137539,0.506586100089846,0.0035049545386803,-0.107570828679433,-0.423994335610183,-0.371219078059683,-0.398392026456987,0.972340542540643,1.19681586680382,0.0133458077824376,-0.274330485891872,-0.32658519816654
"DEL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",1,2.09959125406708,2.36900285200391,3.02449475864266,2.13764582851118,1.72917269951909,0.858420282490053,2.5557072894358,-2.03941937967444,-1.97174229742952,1.99297429981012,0.577397649058462,1.56512547400002,0.514674475068047,-2.14869211118668,3.6062645514746,1.47228445836589,2.35125373924535,2.06477780201716,2.52098404221792,-0.354128987410102,-1.92432784291583,2.65923330787609,-1.0189180598391,-0.92863369046525,-0.257441561481787,-0.451613176605482,2.8394413816893,-0.378501299465171,-2.06419838899806,-0.856165131732683,-0.373582225066154,-0.299341124816116,0.033853888073643
"DKMG_CENTRAL_NERVOUS_SYSTEM",1,-0.4763607528253,-0.447508507951284,-0.248702468296932,-0.526945033153541,-0.627098071874365,-0.634200511775615,1.59412651584538,1.15309992239198,1.34302438893526,-0.378433295381694,-0.427805799261102,-0.37826780893199,-0.316403475213997,0.672293037088961,-0.421864146263659,-0.525812253280877,-0.421324780736995,-0.0375870207519022,-0.355569523977696,-0.0113927275331161,0.504430815109858,-0.237765459231828,0.83849759189553,1.03654946850548,-0.13886913838144,-0.458683883073727,-0.334730926880453,-0.405147572682579,0.968842709873531,-0.234792345785527,-0.29345535835369,-0.299341124816116,-0.32658519816654
"DOHH2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",1,2.75537114932573,1.61445112000668,2.28862925913893,2.61759739904205,1.75871079182592,1.94634175891901,2.86433892572249,-1.97573808957051,-1.97174229742952,2.37510299319727,1.62766295933049,2.23550347753362,2.7904015146147,-2.04729994267343,2.3356642918276,1.7793809089855,2.78342456638145,1.14428906423539,1.76520071918014,-1.43278968965799,-1.92432784291583,2.0185304225765,-1.84191476103765,-2.61997781838005,-0.222008588655644,2.82110926398801,1.06634852814877,1.96730224703164,-2.18312484328159,-0.76879400117832,3.00535188291042,2.7642922026779,-0.279479361180735
"EBC1_LUNG",1,-0.419372500009161,-0.491120836578152,-0.294146270481989,-0.485138810915989,-0.514317885982916,-0.467426895181102,-0.380731402063451,0.265227092661734,0.225417218197158,-0.641583928816499,-0.492857645938036,-0.48524360667765,-0.478547725668448,1.30344222484483,-0.447556082140908,-0.696956015367194,-0.438717720531675,-0.488873932028553,-0.557597087540026,0.672555277952219,0.466661791078037,-0.456682823568931,0.118852425791293,-0.249608027524783,-0.187864376971974,-0.365418087489782,-0.383623056003365,-0.391699913526852,0.473445575643487,0.696056491876432,-0.373582225066154,-0.286773896820397,-0.212113394061298
"EFE184_ENDOMETRIUM",1,-0.4763607528253,-0.502528886768564,-0.496347000063941,-0.549024565951739,-0.591886614143969,-0.702500280022127,-0.479186899950238,-0.0676038456570774,0.482959439469363,-0.481628039430216,-0.474469828700243,-0.498974910983405,-0.380646104347053,-0.0864851197313453,-0.447556082140908,-0.812703688935313,-0.429979034097809,-0.514993964743879,-0.520027344522765,1.15489565482324,0.384288474206252,-0.336922990351347,0.526518213334747,0.37451323070353,-0.275672471102475,-0.378035855692613,-0.358937308782149,-0.418853856458992,0.362857008102884,-0.108204429414644,-0.389057571740597,-0.274330485891872,-0.291083749877109
