"","intercept","MANBAL (63905)","IKZF1 (10320)","PTPN7 (5778)","RASAL3 (64926)","WASL (8976)","CD53 (963)","GMFG (9535)","INPP5D (3635)","PTPRC (5788)","CNN3 (1266)","RASGRP2 (10235)","PHLDB1 (23187)","PARVA (55742)","RCSD1 (92241)","P2RY8 (286530)","PPIC (5480)","SH2D3C (10044)","CD38 (952)","SH3BP4 (23677)","RHOH (399)","TPM1 (7168)","LAMB1 (3912)","TEAD1 (7003)","WAS (7454)","MYB (4602)","SPN (6693)","NCKAP1L (3071)","GNG12 (55970)","SDC3 (9672)"
"A2780_OVARY",1,0.0668411850753284,-0.503275458877791,-0.463500154232879,-0.447093374707689,0.186028290599457,-0.0745994280955965,-0.569614614271886,-0.202855300862268,-0.466807202376471,0.44875739917183,1.82863782845259,0.413698391562777,-0.748049291725121,-0.530700000557442,-0.473764052760636,-1.91773472025958,-0.294552198249817,-0.513428484201071,-0.0607841406457716,-0.4372926979036,-0.0235886184871834,-1.83982708598463,0.166737168597626,-0.396950428720384,-0.91261021790117,-0.468452855194114,-0.492075603133753,-0.0102018006164035,0.00464435980705089
"A375_SKIN",1,0.241534320653934,-0.496448146810141,-0.496798206962452,-0.447093374707689,0.0554633140980262,-0.500468199174814,-0.196925013562319,-0.453702771869524,-0.485465459882019,0.491060084305991,-0.599332830450935,0.731793891045964,0.215306586523284,-0.555178985566101,-0.473764052760636,0.132201496026036,-0.566301957348095,-0.521667796666645,-0.243128014585335,-0.525930338857519,0.0958585276645262,0.87954840186792,0.204332525975153,-0.577996392961434,-0.523902890529498,-0.400234662664417,-0.492075603133753,0.801854295734718,0.946399464582075
"A549_LUNG",1,0.89598594229938,-0.496448146810141,-0.474398888767242,-0.504839534385152,0.311677629504949,-0.521552938024656,-0.603373106474185,-0.56144649936951,-0.472967853330306,0.051119710620244,-0.268863199703072,-0.714085937539385,0.474834062953009,-0.518808050850499,-0.495303629013393,-0.204943349186371,-0.611078981131811,0.91368357948427,0.0837922643345659,-0.532703056025147,1.16642418424165,0.509618530731098,0.692785886871418,-0.609067326189777,-0.936410516692894,-0.518201309686961,-0.492075603133753,0.769792855125901,-0.801078902332905
"ALLSIL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",1,-1.50587044959469,2.49642248683582,2.65445671825665,2.42494133805404,-1.60802581307553,2.18222972369872,2.41217317883826,2.26790375457792,2.58988122250236,-2.00107641902643,2.40330056766049,-2.14401427717209,-1.63341972998779,2.27611442060632,2.60328752516424,-2.00038922042765,2.74579448025757,2.98615713165891,-2.06017013884392,2.58770020370461,-2.28970813702032,-2.03522069870906,-2.22504368683816,2.31555955403734,2.56795611031252,2.78070319872713,2.17072672410699,-1.88055165065633,-1.78799007192373
"AMO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",1,-2.14304653486393,1.32599294765161,1.88237498686868,2.10333689586454,-2.24292401667984,2.15841329619491,2.00373517880221,1.4331631096142,1.4473895767215,-1.97573808957051,1.60607302811948,-1.97705861179984,-1.70505253974464,2.5247771933279,1.94167772396529,-2.02417970768297,2.37166669219845,2.30998785837076,-2.03864348754929,1.95731226589126,-1.72679973940874,-1.97704529764499,-2.24418154568739,1.86433599556788,1.63891038366645,2.09642160272738,1.41429935955691,-1.90129828859568,-1.60387791204008
"ASPC1_PANCREAS",1,0.615228822672817,-0.456839276854341,-0.496798206962452,-0.496347000063941,1.20014529061324,-0.521552938024656,-0.306408583784399,1.36508536912654,-0.491804683167919,-1.87866109868449,-0.33334546049651,-0.411680748049479,0.635900182678608,-0.536731191424252,-0.48805279698033,0.39628013093231,-0.557595735986752,-0.513428484201071,0.428515901460528,-0.567564424162782,0.0696606192772508,-0.461112031562007,0.124017819877947,-0.571944572430146,0.799837142007871,-0.474469828700243,-0.471776382353245,0.631818424811801,-0.219571107932386
"BCPAP_THYROID",1,0.784364335221503,-0.437852703703831,-0.479922120265706,-0.447093374707689,-0.43725985477922,-0.163534713354199,0.839772125171841,-0.6401334839744,-0.319176494016487,0.341458823832916,-0.320002869182917,0.588856305346259,0.768467017883978,0.122495339579514,-0.459750109187919,0.882216979831838,-0.405812212795392,-0.191463594954912,-0.430967700016165,-0.408124716952744,0.690212831979882,0.674224349049279,0.629654354048047,0.0612566547481265,-0.819660226991594,-0.0487248195609209,-0.250592748074323,0.744483359913089,1.15404537662426
"BL41_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",1,-2.10110710060405,2.72339514157414,2.09325469580194,2.0879290090251,-1.49640111400736,2.29345310222476,1.68303918356827,1.80782780280626,2.31634329556366,-2.08062632199588,2.46162742188981,-2.20615034250013,-1.51314018543015,2.57689552529769,2.61256260931651,-2.06785838263717,2.50018872485535,2.8838087819339,-1.38209749113807,2.20307159015072,-1.38223720756059,-1.8538498879516,-2.30465872820356,2.23358231574473,1.54531853846773,1.79268954197068,2.03896465807965,-1.97963380788064,-1.7685324815341
"BL70_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",1,-2.18610531422252,2.61638914500506,2.0595969376633,1.07145793347005,-2.0142626184419,1.7552009788732,1.60443320117675,1.93486601835593,2.16320210696252,-2.09361319576558,1.47508773907641,-2.25810061496415,-1.65228872882763,2.22248057335725,2.68900108214282,-2.10081054713939,1.7521239147318,2.56516436924516,-2.04575370460244,1.9438343997466,-2.46386286082731,-2.08910326981297,-2.31168444311516,2.39205467085516,1.53774290079705,1.70280063874805,1.90530986759148,-1.95055821257904,-1.80800103227091
"BT20_BREAST",1,0.607951545654704,-0.482992062467805,-0.502528886768564,-0.47136494369347,0.665938139049347,-0.387793878294441,-0.562388174409038,-0.695999551000731,-0.479186899950238,0.236554527004316,-0.520715097320872,1.17613590189519,0.88548432177904,-0.512945174749275,-0.48805279698033,0.758319114765301,-0.515229069037429,-0.489191317687089,0.0871103479119971,-0.553415123949995,0.512653211763107,0.344326527594585,1.08091827796488,-0.227043711718407,-0.257457592921542,-0.505407625763806,-0.465138663629626,0.471674549440282,-0.152761537150513
"BT549_BREAST",1,1.41959025521932,-0.413320351762245,-0.426817953117463,-0.349229424388024,-0.0836171166687778,-0.436760999971387,-0.44641715279908,-0.566774534515392,-0.354378281098697,0.741872109460017,-0.470700200915492,-0.248226982806875,0.10946833205665,-0.415790994147119,-0.452842923757303,0.481088326058004,-0.506979074843063,-0.00336319029487304,0.276956579363017,-0.553415123949995,0.984217010600318,0.496432176464694,0.488018158776358,-0.497697273683258,-0.108088717898861,-0.518201309686961,-0.471776382353245,1.26741603113259,0.1171487086526
"C32_SKIN",1,0.271408241965234,-0.4763607528253,-0.468925193644376,-0.487938137391964,2.07073497369097,-0.532387288026965,-0.588110901958406,-0.0493934857799344,0.262122507625141,0.930055181619065,-0.638563183995268,1.26128657154412,0.825960558615519,-0.507136335141075,-0.4667233930908,-0.259041480865,-0.566301957348095,-0.413170620872348,0.535721933592369,-0.553415123949995,0.40816386776758,1.16187358026395,0.129490508702179,-0.387630545247079,-0.136274387170072,-0.450724771676099,-0.465138663629626,1.01447699022173,2.17056117864329
"CAKI2_KIDNEY",1,1.0861979885282,-0.450452442984167,-0.44226973831545,-0.447093374707689,0.0742874430213085,-0.510915587158838,-0.527625575801737,-0.658249784216093,-0.442727270209019,0.375558941126285,-0.51499216921012,0.446139641764102,0.468039259469715,-0.524725978236728,-0.399822992609178,-0.10391862418801,-0.629601502645452,-0.489191317687089,0.164526021201585,-0.532703056025147,0.446402281690253,1.1532655254769,0.510806258848804,-0.401657388628456,-0.76080059635293,-0.499102754494841,-0.478477620881185,0.0599798275709834,0.414927835961535
"CAL78_BONE",1,-0.323234789269873,-0.277006693976425,-0.421753086578753,0.0695136323199571,0.391365945645279,-0.231351813950948,-0.26951580505209,-0.5303271196023,-0.0370276946713719,0.9096166628477,-0.51499216921012,0.728999540976614,1.57275221413198,-0.257398910631874,-0.35639807602222,0.905019426977383,-0.557595735986752,-0.180422843775475,0.224341133093345,-0.32206397592801,1.41417538802499,0.70811290226381,1.27199695950197,-0.450557106201874,-0.398665818901864,-0.34335705783914,-0.208138896670269,1.31949226265528,0.90138147376451
"CAL851_BREAST",1,-0.604229451967691,-0.431637715233045,-0.479922120265706,-0.393007874518209,-0.0350535779318978,-0.470200854379799,-0.580636973666116,-0.505440783663746,-0.370062801049335,0.365324431468942,-0.645303533934941,-0.520367026255828,0.0782781450786442,-0.484421998091751,-0.473764052760636,0.387577016107013,-0.557595735986752,-0.420466210540768,-0.00833123232697931,-0.546444177814121,0.192742918617641,0.348837693723596,-0.635206951825589,-0.58410106848953,0.0070619541747795,-0.480542258964939,-0.478477620881185,0.105899109236822,-0.820763300573105
"CALU1_LUNG",1,0.186493617997146,-0.489687443726968,-0.538091153952658,-0.463197487516479,0.625429322909895,-0.537880644632532,-0.591886614143969,-0.634200511775615,-0.413819312370207,0.867282537635779,-0.625259608110941,0.280213827500318,1.34726630887726,0.0383365603276914,-0.480873402877522,0.479212210271624,-0.575089167977791,-0.260990630114466,1.03761489719326,-0.560454750463818,0.649469775399847,0.651752940861751,1.05724007928454,-0.577996392961434,-0.415644488124142,-0.474469828700243,-0.498974910983405,1.29643168725162,1.01515823226669
"CAMA1_BREAST",1,-0.0982229318933676,-0.482992062467805,-0.4581229131466,0.0867564946737035,1.35723891139701,-0.460449992326777,-0.627098071874365,-0.54570862952121,-0.431010806966193,0.692052635578603,-0.509312109877135,-0.110831767812298,0.0124191498472672,-0.495676844245843,-0.473764052760636,1.00868536941172,-0.59291268412729,-0.427826650745369,0.742471071974276,1.04850220234414,-0.0712961957466948,-0.125913339253955,-0.614363439447006,0.139513793138996,0.446916071452303,-0.492857645938036,-0.420357029199326,-1.56698709145293,0.477829348198452
"CAPAN2_PANCREAS",1,0.677439875727059,-0.489687443726968,-0.452792635464231,-0.439153850874778,0.829288349855914,-0.436760999971387,1.18012673953349,-0.0774369835820726,-0.431010806966193,-0.463251091662819,-0.625259608110941,1.24897118173033,0.825960558615519,-0.451815349455587,-0.425850852517806,1.24122831199862,-0.575089167977791,-0.473418572781953,0.462974223376805,-0.499463746044867,0.248098959018689,0.806073292968029,0.713208466537865,-0.445510290739409,-0.390329300971182,-0.480542258964939,-0.48524360667765,0.0914387972757538,0.0880394752895844
"CAS1_CENTRAL_NERVOUS_SYSTEM",1,0.216027438190355,-0.503275458877791,-0.496798206962452,-0.378164149815407,0.757922417950916,-0.485138810915989,-0.541265992103412,-0.722384265358856,-0.425230113130907,0.691432947510239,-0.586694464968508,0.777187265642147,0.524630305326403,-0.490024298410542,-0.473764052760636,0.271901580756136,-0.420688399468451,-0.489191317687089,0.78212356846526,-0.546444177814121,0.960426728338752,0.909502139136742,0.447888647674945,-0.58410106848953,-0.809498135165723,-0.518201309686961,-0.471776382353245,0.375706651486386,0.456217268649391
"CI1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",1,-1.37165963068943,2.39406427909983,-0.4581229131466,2.0854705551198,-1.87211407416556,3.10096303788303,1.83139186370245,2.35322539053065,2.23095851613916,-1.96176476930083,1.9625563508922,-2.22064802739476,-1.71884330545424,2.01955440744516,2.42219585287973,-2.01815604697132,0.392449997996329,2.30863196471458,-2.02461322860297,2.6892570690372,-2.12853132527973,-1.97996803247022,-2.25066911396755,2.50169715992044,0.782123948912259,0.583492549320255,2.11659999996771,-1.96784662665848,-1.68992958435073
"COLO320_LARGE_INTESTINE",1,-0.844019571701127,-0.482992062467805,-0.426817953117463,-0.496347000063941,0.180549361651584,-0.455634836090911,-0.555256200520513,-0.646118729729343,0.833148195698316,0.226110707845463,-0.51499216921012,0.00310984946309248,-1.04992384265861,-0.495676844245843,-0.4667233930908,-0.0341890734980825,-0.601952162973431,-0.291776483307465,-1.97087101040411,-0.473942593411778,-0.764137148690387,-0.920368700888934,0.245355415053164,0.0757188445509683,0.324799204055176,-0.433461233296835,-0.452049047339309,-0.363296637764987,0.086666457585054
"COLO678_LARGE_INTESTINE",1,1.02789998972419,-0.489687443726968,-0.491120836578152,-0.496347000063941,0.525065154733639,-0.470200854379799,-0.531003841910249,1.89224267354407,-0.466807202376471,-2.05146167565101,-0.672880550277465,1.2302696776707,0.846177291839586,-0.524725978236728,-0.4667233930908,0.796285059753218,-0.611078981131811,-0.450308866258086,0.265732479585957,-0.455382684678666,-0.175023923021991,0.846301952752795,1.12126955566827,-0.355956088390841,-0.510643614829828,-0.480542258964939,-0.465138663629626,-0.0504840668651168,0.231859494011885
"COLO679_SKIN",1,1.0240922320794,-0.489687443726968,-0.463500154232879,-0.496347000063941,0.99867273760046,-0.485138810915989,-0.0290569314729227,-0.652157178366305,-0.309456249475866,0.406211317430663,-0.51499216921012,1.03713382589522,0.54029232333496,-0.507136335141075,-0.4667233930908,-0.243564582534271,-0.515229069037429,-0.497191805730258,-0.123766754433394,-0.512574504924446,-1.40245976620979,0.933984697037825,1.11278392438636,-0.565944699496887,-0.770271367308337,-0.439165632738541,-0.48524360667765,0.574967964326277,1.83621596780176
"COLO699_LUNG",1,0.180633253493096,-0.503275458877791,-0.538091153952658,-0.504839534385152,1.124788808149,-0.571970180595846,-0.790831606289223,-0.709063818992133,-0.491804683167919,0.644451722174973,-0.449488065993797,0.151389515203179,0.475585263059428,-0.561450227715945,-0.495303629013393,0.223698740812643,-0.540420384083192,-0.521667796666645,-0.454172978703564,-0.567564424162782,-0.139572470569032,0.390472446473759,0.643963746293717,-0.621893023741108,1.02282605752636,-0.531248350283019,-0.505942869789658,0.74918328976582,-0.0405293700709684
"CORL23_LUNG",1,0.647157689892209,-0.4763607528253,-0.4581229131466,-0.479611313712441,-0.174178933879272,-0.505668572794506,-0.277974706793757,-0.605288872003936,-0.498205753511038,0.674432821951991,-0.492522840072115,-0.625748912351808,-0.365273515156454,-0.542820655568897,-0.480873402877522,0.198423422380742,-0.268670624984914,-0.457940662870429,-0.265775684283624,-0.546444177814121,-0.0487314591191883,0.530822715818679,-0.123046707792936,-0.559995889931071,-0.0845515417438953,-0.433461233296835,-0.395997213682686,0.318727293004654,-1.58391426528178
"COV318_OVARY",1,-0.0853142399745521,-0.437852703703831,-0.364042762357381,-0.400527682258407,-0.0705071905937343,-0.375121075640063,-0.375744898105182,-0.646118729729343,-0.364792857005679,0.828839605706661,0.20339228242969,0.429191077328276,-0.459419702035519,-0.446541221305622,-0.368543400618943,0.763805153108733,-0.189141232304581,0.259927886326972,0.738145685229468,-0.546444177814121,0.856292775578716,0.533045561287022,-0.154048109552601,-0.530988370466726,-0.697885071196463,-0.38422932451431,-0.426581728694076,0.673544749509523,0.179654495259019
"DAOY_CENTRAL_NERVOUS_SYSTEM",1,0.278001681411524,0.529017932486821,-0.196550411012112,-0.479611313712441,1.09293036455609,-0.202652089144933,-0.308658435357574,-0.652157178366305,-0.431010806966193,0.852557794751937,-0.574263295163395,0.999283217864443,0.719079505228612,-0.441310862358492,-0.480873402877522,0.780899961395002,-0.490692148427856,-0.398769491438714,1.22588946918816,-0.467702236615073,1.5231002557771,1.04697919444595,0.594143219979063,-0.253282000533952,-0.108088717898861,-0.151344317359293,-0.338565529171239,1.17262093298959,1.31593301580017
"DBTRG05MG_CENTRAL_NERVOUS_SYSTEM",1,1.1702545545356,-0.482992062467805,-0.508313886624128,-0.463197487516479,0.563519280889341,-0.505668572794506,-0.407229877165365,-0.0932358584143595,-0.402603577615407,0.843817234311001,-0.520715097320872,0.777187265642147,1.09706096898624,-0.484421998091751,-0.439221917701244,1.38305507523889,-0.59291268412729,-0.398769491438714,1.05698426221298,-0.492997490949899,0.89481262460916,0.696150142242233,0.506792847391512,-0.187704482110723,-0.481702641314848,-0.378979463910755,-0.408071203859884,0.849355429054963,0.622015159598054
"DEL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",1,-1.23628215384954,2.09959125406708,2.36900285200391,3.02449475864266,-1.26596531651298,2.13764582851118,1.72917269951909,0.858420282490053,2.5557072894358,-2.03941937967444,0.214366198636079,-0.143401903954564,-1.72583475720925,-0.507136335141075,1.49581616854428,-1.97174229742952,-0.355516468363082,-0.457940662870429,-0.949468575428426,1.39173184225238,-1.57706365336258,1.1312452534798,-1.21204904042465,1.99297429981012,1.05230026246209,0.577397649058462,1.56512547400002,-0.547341528813559,-1.68992958435073
"DKMG_CENTRAL_NERVOUS_SYSTEM",1,0.343000867924059,-0.4763607528253,-0.447508507951284,-0.248702468296932,1.28979268549447,-0.526945033153541,-0.627098071874365,-0.634200511775615,1.59412651584538,1.15309992239198,-0.470700200915492,1.73444984792113,1.51287741071878,-0.26130142858654,-0.459750109187919,1.34302438893526,-0.458937281645687,-0.497191805730258,1.0068284328864,-0.443271948791514,1.4424141363795,1.49708497321179,0.981913487486514,-0.378433295381694,-0.804472186058852,-0.427805799261102,-0.37826780893199,1.13733022703321,0.729047731918197
"DOHH2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",1,-2.75241715395713,2.75537114932573,1.61445112000668,2.28862925913893,-1.6688646461258,2.61759739904205,1.75871079182592,1.94634175891901,2.86433892572249,-1.97573808957051,2.49184370965234,-2.09260742415763,-1.65868515589484,2.15874161966896,2.92536331849853,-1.97174229742952,2.2743919589817,2.89082500310047,-2.05292885604317,2.55871566309508,-1.88797655114933,-1.87308195960643,-2.20637455768948,2.37510299319727,1.03754159807875,1.62766295933049,2.23550347753362,-1.84094989839824,-1.61407622605881
"EBC1_LUNG",1,0.959154693727088,-0.419372500009161,-0.491120836578152,-0.294146270481989,0.50910191653845,-0.485138810915989,-0.514317885982916,-0.467426895181102,-0.380731402063451,0.265227092661734,-0.586694464968508,0.736487061765243,0.180545448151294,-0.507136335141075,-0.4667233930908,0.225417218197158,-0.506979074843063,-0.442746767391739,0.325221186029671,-0.492997490949899,0.340740934279282,0.666708693241068,0.139753284577933,-0.641583928816499,-0.41278579446669,-0.492857645938036,-0.48524360667765,-0.0645909370945394,-0.486716001491685
"EFE184_ENDOMETRIUM",1,0.511144283775241,-0.4763607528253,-0.502528886768564,-0.496347000063941,0.829288349855914,-0.549024565951739,-0.591886614143969,-0.702500280022127,-0.479186899950238,-0.0676038456570774,-0.574263295163395,0.305732592847159,0.232621136734759,-0.484421998091751,-0.459750109187919,0.482959439469363,-0.466776482908656,-0.465643453958813,0.0988475488979542,-0.546444177814121,0.485192289644899,-0.000820560423325126,-0.159479593607964,-0.481628039430216,-0.942489952080687,-0.474469828700243,-0.498974910983405,0.492747744705518,-0.0964873016343921
"EFM19_BREAST",1,0.230458528665473,-0.4763607528253,-0.474398888767242,-0.328154460851778,-0.248467988270025,-0.436760999971387,-0.565989429948597,-0.202855300862268,-0.504669889601887,0.243133786326978,-0.277150543124569,-0.0123871774845329,-0.261331881052708,-0.490024298410542,-0.473764052760636,-0.118576131403786,-0.288015021081151,-0.505270348547562,0.507425919553289,0.756554409266932,0.412065622233689,0.239797978337357,-0.0557538668106406,-0.530988370466726,1.06811337835275,-0.505407625763806,-0.465138663629626,-1.55761424711268,-0.195904360977487
"EFO21_OVARY",1,1.04713196817017,-0.395474732882512,-0.485495792932446,-0.496347000063941,0.743715100883068,-0.470200854379799,-0.527625575801737,-0.670601415374545,-0.245170862049607,0.747782132358261,0.153126123761717,1.06357590094076,0.604625169925646,-0.372307917042198,-0.387149584355033,0.928906106087957,-0.243479309939151,-0.420466210540768,0.0235919673541444,-0.492997490949899,1.12444712553263,0.451002580222705,0.555913025562497,-0.465919942309954,-0.883960457055161,-0.14398274334614,-0.35530594584759,0.856882241895321,0.548042467971766
"EM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",1,-2.18005576687592,1.87459001311065,2.60132287716408,2.52006020045678,-2.33824796462953,1.77976664525525,2.28470837488488,2.12383807894113,1.85331442750966,-2.01609548646419,2.84909100766735,-1.94030307029115,-1.72583475720925,0.707610841811815,2.07049639300291,-2.02417970768297,0.547077157958127,2.02952945844879,-2.00402671577422,1.27224340349892,-1.88797655114933,-2.00084368134203,-2.25721237021002,1.76682043601283,2.42215805443841,2.83628918092394,2.19703613248525,-1.97963380788064,-1.74959847780439
"EN_ENDOMETRIUM",1,-0.0279928088553232,-0.425477971834996,-0.337112824039693,-0.321243551373358,0.287232628859647,-0.379314915678456,-0.42368101999101,-0.658249784216093,-0.425230113130907,0.933210406704564,-0.42378104905851,-0.112352656941295,-0.0713389367831957,-0.484421998091751,-0.459750109187919,1.02133993336898,1.3924942207828,-0.457940662870429,-0.558815959230292,-0.413863834646848,-0.1444124967112,-0.494722039241141,0.251738512403907,0.429428356171008,0.259541445855957,-0.422198497162401,-0.471776382353245,-0.290390193363606,0.520643705442756
"F36P_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",1,-2.12777568112206,1.42017660616529,1.91018294062391,0.179662929984499,-1.76693572072051,1.93931330237036,1.98446309676258,2.14756742046607,2.86883672592633,-1.98645525485093,1.46384752330968,-1.06717373446998,-1.71884330545424,2.00382644811495,1.29137809699943,-0.846821406718363,0.589184110054232,-0.505270348547562,-2.01082912729074,1.63908448517933,0.589662426914035,-1.04276559076246,-2.19417774273778,1.74153378125765,2.15991354605645,2.65661792049391,1.84821284854345,-1.91730594406139,-0.460312535946081
"FUOV1_OVARY",1,-1.08422106088869,-0.437852703703831,-0.514154246170894,-0.463197487516479,0.265823888746564,-0.543426071745015,-0.544730056015741,-0.622487790608965,-0.460703860634012,0.723007811667682,-0.612185415689102,0.388798725916132,0.667090369656614,-0.501380545037219,-0.4667233930908,0.544090639107864,0.555116511426706,-0.457940662870429,0.496546544132562,-0.546444177814121,0.800891014952871,0.698264347362587,0.641475248755746,-0.628395218582404,-0.7152882508312,-0.45658129041346,-0.432862255835227,0.410442724650742,0.282194525712685
